id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,year,month,result_clean,toss_won_match,bat_first_team,bat_first_won
7922,IPL-2018,Bengaluru,2018-04-29,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,CA Lynn,M Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,Virender Kumar Sharma,2018,4,normal,1,Royal Challengers Bangalore,0
7923,IPL-2018,Pune,2018-04-30,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,13,0,SR Watson,Maharashtra Cricket Association Stadium,C Shamshuddin,Anil Dandekar,O Nandan,2018,4,normal,0,Chennai Super Kings,1
7924,IPL-2018,Bengaluru,2018-01-05,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,14,0,TG Southee,M Chinnaswamy Stadium,Marais Erasmus,Nitin Menon,Yeshwant Barde,2018,1,normal,0,Royal Challengers Bangalore,1
7925,IPL-2018,Delhi,2018-02-05,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,1,Delhi Capitals,4,0,RR Pant,Feroz Shah Kotla,O Nandan,Virender Kumar Sharma,Bruce Oxenford,2018,2,normal,0,Delhi Capitals,1
7926,IPL-2018,Kolkata,2018-03-05,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens,Kumar Dharmasena,A.D Deshmukh,Anil Chaudhary,2018,3,normal,1,Chennai Super Kings,0
7927,IPL-2018,Indore,2018-04-05,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,AS Yadav,Holkar Cricket Stadium,S Ravi,Anil Dandekar,C Shamshuddin,2018,4,normal,1,Punjab Kings,0
7928,IPL-2018,Pune,2018-05-05,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,Marais Erasmus,2018,5,normal,1,Royal Challengers Bangalore,0
7929,IPL-2018,Hyderabad,2018-05-05,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,0,7,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,O Nandan,Virender Kumar Sharma,2018,5,normal,0,Delhi Capitals,0
7930,IPL-2018,Mumbai,2018-06-05,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,13,0,HH Pandya,Wankhede Stadium,Kumar Dharmasena,A.D Deshmukh,Anil Chaudhary,2018,6,normal,0,Mumbai Indians,1
7931,IPL-2018,Indore,2018-06-05,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,M Ur Rahman,Holkar Cricket Stadium,C Shamshuddin,S Ravi,Anil Dandekar,2018,6,normal,1,Rajasthan Royals,0
7932,IPL-2018,Hyderabad,2018-07-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,5,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,Virender Kumar Sharma,O Nandan,2018,7,normal,0,Sunrisers Hyderabad,1
7933,IPL-2018,Jaipur,2018-08-05,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,15,0,JC Buttler,Sawai Mansingh Stadium,Marais Erasmus,Nitin Menon,Yeshwant Barde,2018,8,normal,1,Rajasthan Royals,1
7934,IPL-2018,Kolkata,2018-09-05,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,102,0,Ishan Kishan,Eden Gardens,Anil Chaudhary,K Ananthapadmanabhan,Kumar Dharmasena,2018,9,normal,0,Mumbai Indians,1
7935,IPL-2018,Delhi,2018-10-05,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,Feroz Shah Kotla,C Shamshuddin,Anil Dandekar,S Ravi,2018,10,normal,0,Delhi Capitals,0
7936,IPL-2018,Jaipur,2018-11-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,4,JC Buttler,Sawai Mansingh Stadium,Marais Erasmus,Yeshwant Barde,Nitin Menon,2018,11,normal,0,Chennai Super Kings,0
7937,IPL-2018,Indore,2018-12-05,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,0,Kolkata Knight Riders,31,0,SP Narine,Holkar Cricket Stadium,O Nandan,Virender Kumar Sharma,Bruce Oxenford,2018,12,normal,0,Kolkata Knight Riders,1
7938,IPL-2018,Delhi,2018-12-05,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,Feroz Shah Kotla,Kumar Dharmasena,Anil Chaudhary,K Ananthapadmanabhan,2018,12,normal,1,Delhi Capitals,0
7939,IPL-2018,Pune,2018-05-13,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,AT Rayudu,Maharashtra Cricket Association Stadium,Marais Erasmus,Yeshwant Barde,Anil Dandekar,2018,5,normal,1,Sunrisers Hyderabad,0
7940,IPL-2018,Mumbai,2018-05-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JC Buttler,Wankhede Stadium,Nitin Menon,S Ravi,C Shamshuddin,2018,5,normal,1,Mumbai Indians,0
7941,IPL-2018,Indore,2018-05-14,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,UT Yadav,Holkar Cricket Stadium,Bruce Oxenford,Virender Kumar Sharma,O Nandan,2018,5,normal,1,Punjab Kings,0
7942,IPL-2018,Kolkata,2018-05-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,Kuldeep Yadav,Eden Gardens,Kumar Dharmasena,Anil Chaudhary,Vineet Kulkarni,2018,5,normal,1,Rajasthan Royals,0
7943,IPL-2018,Mumbai,2018-05-16,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,0,Mumbai Indians,3,0,JJ Bumrah,Wankhede Stadium,Marais Erasmus,Nitin Menon,Yeshwant Barde,2018,5,normal,0,Mumbai Indians,1
7944,IPL-2018,Bengaluru,2018-05-17,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,14,0,AB de Villiers,M Chinnaswamy Stadium,S Ravi,Anil Dandekar,C Shamshuddin,2018,5,normal,0,Royal Challengers Bangalore,1
7945,IPL-2018,Delhi,2018-05-18,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Capitals,34,0,HV Patel,Feroz Shah Kotla,Kumar Dharmasena,Vineet Kulkarni,O Nandan,2018,5,normal,0,Delhi Capitals,1
7946,IPL-2018,Jaipur,2018-05-19,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,30,0,S Gopal,Sawai Mansingh Stadium,Bruce Oxenford,Virender Kumar Sharma,C Shamshuddin,2018,5,normal,1,Rajasthan Royals,1
7947,IPL-2018,Hyderabad,2018-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,CA Lynn,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,S Ravi,Anil Dandekar,2018,5,normal,0,Sunrisers Hyderabad,0
7948,IPL-2018,Delhi,2018-05-20,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Delhi Capitals,11,0,A Mishra,Feroz Shah Kotla,Kumar Dharmasena,O Nandan,Vineet Kulkarni,2018,5,normal,1,Delhi Capitals,1
7949,IPL-2018,Pune,2018-05-20,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,Marais Erasmus,2018,5,normal,1,Punjab Kings,0
7950,IPL-2018,Mumbai,2018-05-22,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,2,F du Plessis,Wankhede Stadium,Marais Erasmus,C Shamshuddin,S Ravi,2018,5,normal,1,Sunrisers Hyderabad,0
7951,IPL-2018,Kolkata,2018-05-23,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,25,0,AD Russell,Eden Gardens,Nitin Menon,Anil Chaudhary,Kumar Dharmasena,2018,5,normal,0,Kolkata Knight Riders,1
7952,IPL-2018,Kolkata,2018-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,14,0,Rashid Khan,Eden Gardens,Nitin Menon,Kumar Dharmasena,Anil Chaudhary,2018,5,normal,0,Sunrisers Hyderabad,1
7953,IPL-2018,Mumbai,2018-05-27,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,SR Watson,Wankhede Stadium,Marais Erasmus,S Ravi,Nitin Menon,2018,5,normal,1,Sunrisers Hyderabad,0
11137,IPL-2019,Chennai,2019-03-23,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,Harbhajan Singh,M. A. Chidambaram Stadium,Bruce Oxenford,Anil Dandekar,Nitin Menon,2019,3,normal,1,Royal Challengers Bangalore,0
11138,IPL-2019,Kolkata,2019-03-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,AD Russell,Eden Gardens,Chris Gaffaney,Anil Chaudhary,Vineet Kulkarni,2019,3,normal,1,Sunrisers Hyderabad,0
11139,IPL-2019,Mumbai,2019-03-24,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,37,0,RR Pant,Wankhede Stadium,S Ravi,Yeshwant Barde,O Nandan,2019,3,normal,0,Delhi Capitals,1
11140,IPL-2019,Jaipur,2019-03-25,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,14,0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Anantapadmanabhan,Bruce Oxenford,2019,3,normal,0,Punjab Kings,1
11141,IPL-2019,Delhi,2019-03-26,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,0,6,SR Watson,Feroz Shah Kotla Ground,Marais Erasmus,Nitin Menon,Anil Dandekar,2019,3,normal,0,Delhi Capitals,0
11142,IPL-2019,Kolkata,2019-03-27,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,0,Kolkata Knight Riders,28,0,AD Russell,Eden Gardens,Anil Chaudhary,Vineet Kulkarni,Chris Gaffaney,2019,3,normal,0,Kolkata Knight Riders,1
11143,IPL-2019,Bengaluru,2019-03-28,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,6,0,JJ Bumrah,M. Chinnaswamy Stadium,S Ravi,O Nandan,Yeshwant Barde,2019,3,normal,0,Mumbai Indians,1
11144,IPL-2019,Hyderabad,2019-03-29,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,5,Rashid Khan,Rajiv Gandhi Intl. Cricket Stadium,Bruce Oxenford,C Shamshuddin,KN Anantapadmanabhan,2019,3,normal,0,Rajasthan Royals,0
11145,IPL-2019,Mohali,2019-03-30,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,8,MA Agarwal,IS Bindra Stadium,Vineet Kulkarni,Chris Gaffaney,Anil Chaudhary,2019,3,normal,1,Mumbai Indians,0
11147,IPL-2019,Hyderabad,2019-03-31,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,118,0,J Bairstow,Rajiv Gandhi Intl. Cricket Stadium,S Ravi,KN Anantapadmanabhan,C Shamshuddin,2019,3,normal,0,Sunrisers Hyderabad,1
11148,IPL-2019,Chennai,2019-03-31,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,8,0,MS Dhoni,M. A. Chidambaram Stadium,O Nandan,Yeshwant Barde,Bruce Oxenford,2019,3,normal,0,Chennai Super Kings,1
11149,IPL-2019,Mohali,2019-01-04,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Punjab Kings,14,0,S Curran,IS Bindra Stadium,Anil Chaudhary,Chris Gaffaney,Vineet Kulkarni,2019,1,normal,0,Punjab Kings,1
11150,IPL-2019,Jaipur,2019-02-04,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,S Gopal,Sawai Mansingh Stadium,Marais Erasmus,Anil Dandekar,Nitin Menon,2019,2,normal,1,Royal Challengers Bangalore,0
11151,IPL-2019,Mumbai,2019-03-04,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,37,0,HH Pandya,Wankhede Stadium,Bruce Oxenford,Rod Tucker,Yeshwant Barde,2019,3,normal,0,Mumbai Indians,1
11152,IPL-2019,Delhi,2019-04-04,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,J Bairstow,Feroz Shah Kotla Ground,C Shamshuddin,KN Anantapadmanabhan,S Ravi,2019,4,normal,1,Delhi Capitals,0
11153,IPL-2019,Bengaluru,2019-05-04,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,M. Chinnaswamy Stadium,Anil Chaudhary,Chris Gaffaney,O Nandan,2019,5,normal,1,Royal Challengers Bangalore,0
11309,IPL-2019,Chennai,2019-06-04,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,Harbhajan Singh,M. A. Chidambaram Stadium,KN Ananthapadmanabhan,Rod Tucker,C Shamshuddin,2019,6,normal,1,Chennai Super Kings,1
11310,IPL-2019,Hyderabad,2019-06-04,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,40,0,A Joseph,Rajiv Gandhi Intl. Cricket Stadium,Anil Dandekar,Nitin Menon,Marais Erasmus,2019,6,normal,0,Mumbai Indians,1
11311,IPL-2019,Bengaluru,2019-07-04,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,K Rabada,M. Chinnaswamy Stadium,S Ravi,Yeshwant Barde,O Nandan,2019,7,normal,1,Royal Challengers Bangalore,0
11312,IPL-2019,Jaipur,2019-07-04,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,H Gurney,Sawai Mansingh Stadium,Chris Gaffaney,Anil Chaudhary,Bruce Oxenford,2019,7,normal,1,Rajasthan Royals,0
11313,IPL-2019,Mohali,2019-08-04,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,KL Rahul,IS Bindra Stadium,Marais Erasmus,Anil Dandekar,Nitin Menon,2019,8,normal,1,Sunrisers Hyderabad,0
11314,IPL-2019,Chennai,2019-09-04,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,DL Chahar,M. A. Chidambaram Stadium,Rod Tucker,C Shamshuddin,Ulhas Gandhe,2019,9,normal,1,Kolkata Knight Riders,0
11315,IPL-2019,Mumbai,2019-10-04,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,KA Pollard,Wankhede Stadium,Yeshwant Barde,S Ravi,O Nandan,2019,10,normal,1,Punjab Kings,0
11316,IPL-2019,Jaipur,2019-11-04,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Sawai Mansingh Stadium,Bruce Oxenford,Ulhas Gandhe,Chris Gaffaney,2019,11,normal,1,Rajasthan Royals,0
11317,IPL-2019,Kolkata,2019-12-04,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Dhawan,Eden Gardens,Yeshwant Barde,O Nandan,Rod Tucker,2019,12,normal,1,Kolkata Knight Riders,0
11318,IPL-2019,Mumbai,2019-04-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,JC Buttler,Wankhede Stadium,Nitin Menon,Nanda Kishore,Marais Erasmus,2019,4,normal,1,Mumbai Indians,0
11319,IPL-2019,Mohali,2019-04-13,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,AB de Villiers,IS Bindra Stadium,S Ravi,Ulhas Gandhe,Nigel Llong,2019,4,normal,1,Punjab Kings,0
11320,IPL-2019,Kolkata,2019-04-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,Imran Tahir,Eden Gardens,Rod Tucker,O Nandan,Yeshwant Barde,2019,4,normal,1,Kolkata Knight Riders,0
11321,IPL-2019,Hyderabad,2019-04-14,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,39,0,K Paul,Rajiv Gandhi Intl. Cricket Stadium,Anil Chaudhary,Bruce Oxenford,Chris Gaffaney,2019,4,normal,0,Delhi Capitals,1
11322,IPL-2019,Mumbai,2019-04-15,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SL Malinga,Wankhede Stadium,Marais Erasmus,Nitin Menon,Nanda Kishore,2019,4,normal,1,Royal Challengers Bangalore,0
11323,IPL-2019,Mohali,2019-04-16,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,12,0,R Ashwin,IS Bindra Stadium,Anil Chaudhary,Vineet Kulkarni,S Ravi,2019,4,normal,0,Punjab Kings,1
11324,IPL-2019,Hyderabad,2019-04-17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,0,6,DA Warner,Rajiv Gandhi Intl. Cricket Stadium,Ian Gould,Ulhas Gandhe,C Shamshuddin,2019,4,normal,0,Chennai Super Kings,0
11325,IPL-2019,Delhi,2019-04-18,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,40,0,HH Pandya,Feroz Shah Kotla Ground,Nigel Llong,Bruce Oxenford,Anil Chaudhary,2019,4,normal,1,Mumbai Indians,1
11326,IPL-2019,Kolkata,2019-04-19,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,10,0,V Kohli,Eden Gardens,Ian Gould,Nitin Menon,Anil Dandekar,2019,4,normal,0,Royal Challengers Bangalore,1
11327,IPL-2019,Jaipur,2019-04-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SPD Smith,Sawai Mansingh Stadium,S Ravi,Yeshwant Barde,O Nandan,2019,4,normal,1,Mumbai Indians,0
11328,IPL-2019,Delhi,2019-04-20,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,SS Iyer,Feroz Shah Kotla Ground,Ulhas Gandhe,C Shamshuddin,Bruce Oxenford,2019,4,normal,1,Punjab Kings,0
11329,IPL-2019,Hyderabad,2019-04-21,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,K Ahmed,Rajiv Gandhi Intl. Cricket Stadium,Nitin Menon,Nigel Llong,Ian Gould,2019,4,normal,1,Kolkata Knight Riders,0
11330,IPL-2019,Bengaluru,2019-04-21,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,1,0,PA Patel,M. Chinnaswamy Stadium,Vineet Kulkarni,Rod Tucker,Anil Chaudhary,2019,4,normal,0,Royal Challengers Bangalore,1
11331,IPL-2019,Jaipur,2019-04-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,RR Pant,Sawai Mansingh Stadium,S Ravi,Nanda Kishore,Yeshwant Barde,2019,4,normal,1,Rajasthan Royals,0
11332,IPL-2019,Chennai,2019-04-23,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SR Watson,M. A. Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni,2019,4,normal,1,Sunrisers Hyderabad,0
11333,IPL-2019,Bengaluru,2019-04-24,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Royal Challengers Bangalore,17,0,AB de Villiers,M. Chinnaswamy Stadium,Bruce Oxenford,C Shamshuddin,Rod Tucker,2019,4,normal,0,Royal Challengers Bangalore,1
11334,IPL-2019,Kolkata,2019-04-25,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,VR Aaron,Eden Gardens,Ian Gould,Anil Dandekar,Nitin Menon,2019,4,normal,1,Kolkata Knight Riders,0
11335,IPL-2019,Chennai,2019-04-26,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,46,0,RG Sharma,M. A. Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni,2019,4,normal,0,Mumbai Indians,1
11336,IPL-2019,Jaipur,2019-04-27,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JD Unadkat,Sawai Mansingh Stadium,Yeshwant Barde,Nand Kishore,Sundaram Ravi,2019,4,normal,1,Sunrisers Hyderabad,0
11337,IPL-2019,Delhi,2019-04-28,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,16,0,S Dhawan,Feroz Shah Kotla Ground,Bruce Oxenford,KN Ananthapadmanabhan,C Shamshuddin,2019,4,normal,1,Delhi Capitals,1
11338,IPL-2019,Kolkata,2019-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,34,0,AD Russell,Eden Gardens,Ian Gould,Nitin Menon,Anil Dandekar,2019,4,normal,0,Kolkata Knight Riders,1
11339,IPL-2019,Hyderabad,2019-04-29,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,45,0,DA Warner,Rajiv Gandhi Intl. Cricket Stadium,S Ravi,O Nandan,Nanda Kishore,2019,4,normal,0,Sunrisers Hyderabad,1
11341,IPL-2019,Chennai,2019-01-05,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,80,0,MS Dhoni,M. A. Chidambaram Stadium,Anil Dandekar,Nitin Menon,Ian Gould,2019,1,normal,0,Chennai Super Kings,1
11343,IPL-2019,Mohali,2019-03-05,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,S Gill,IS Bindra Stadium,Bruce Oxenford,C Shamshuddin,KN Ananthapadmanabhan,2019,3,normal,1,Punjab Kings,0
11344,IPL-2019,Delhi,2019-04-05,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,5,A Mishra,Feroz Shah Kotla Ground,Ian Gould,Anil Dandekar,Nitin Menon,2019,4,normal,0,Rajasthan Royals,0
11345,IPL-2019,Bengaluru,2019-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,S Hetmyer,M. Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,Ulhas Gandhe,2019,4,normal,1,Sunrisers Hyderabad,0
11346,IPL-2019,Mohali,2019-05-05,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,KL Rahul,IS Bindra Stadium,KN Ananthapadmanabhan,C Shamshuddin,Bruce Oxenford,2019,5,normal,1,Chennai Super Kings,0
11347,IPL-2019,Mumbai,2019-05-05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,HH Pandya,Wankhede Stadium,Nanda Kishore,O Nandan,S Ravi,2019,5,normal,1,Kolkata Knight Riders,0
11412,IPL-2019,Chennai,2019-07-05,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,AS Yadav,M. A. Chidambaram Stadium,Nigel Llong,Nitin Menon,Ian Gould,2019,7,normal,0,Chennai Super Kings,0
11413,IPL-2019,Visakhapatnam,2019-08-05,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,RR Pant,ACA-VDCA Stadium,,,,2019,8,normal,1,Sunrisers Hyderabad,0
11414,IPL-2019,Visakhapatnam,2019-10-05,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,F du Plessis,ACA-VDCA Stadium,Sundaram Ravi,Bruce Oxenford,Chettithody Shamshuddin,2019,10,normal,1,Delhi Capitals,0
11415,IPL-2019,Hyderabad,2019-12-05,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,JJ Bumrah,Rajiv Gandhi Intl. Cricket Stadium,Nitin Menon,Ian Gould,Nigel Llong,2019,12,normal,1,Mumbai Indians,1
